term,count,level,name
GO:0004720,46,3,protein-lysine 6-oxidase activity
GO:0000179,46,6,"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
GO:0004040,46,5,amidase activity
GO:0004347,46,5,glucose-6-phosphate isomerase activity
GO:0004352,46,6,glutamate dehydrogenase (NAD+) activity
GO:1990459,46,4,transferrin receptor binding
GO:0004046,46,5,aminoacylase activity
GO:0015343,45,3,siderophore transmembrane transporter activity
GO:0046923,45,5,ER retention sequence binding
GO:0004630,45,6,phospholipase D activity
GO:0004366,45,6,glycerol-3-phosphate O-acyltransferase activity
GO:0035727,45,3,lysophosphatidic acid binding
GO:0016929,45,7,SUMO-specific protease activity
GO:0015129,45,5,lactate transmembrane transporter activity
GO:0005219,45,8,ryanodine-sensitive calcium-release channel activity
GO:0016971,45,6,flavin-linked sulfhydryl oxidase activity
GO:0004517,45,5,nitric-oxide synthase activity
GO:1990050,45,5,phosphatidic acid transfer activity
GO:0000254,45,5,C-4 methylsterol oxidase activity
GO:0004809,45,6,tRNA (guanine-N2-)-methyltransferase activity
GO:0019237,45,7,centromeric DNA binding
GO:0106018,45,8,"phosphatidylinositol-3,5-bisphosphate phosphatase activity"
GO:0001849,45,3,complement component C1q complex binding
GO:0003886,44,4,DNA (cytosine-5-)-methyltransferase activity
GO:0004767,44,6,sphingomyelin phosphodiesterase activity
GO:0010521,44,4,telomerase inhibitor activity
GO:0030957,44,6,Tat protein binding
GO:0015440,44,5,ATPase-coupled peptide transmembrane transporter activity
GO:0070815,44,3,peptidyl-lysine 5-dioxygenase activity
GO:0033897,44,6,ribonuclease T2 activity
GO:0016436,44,5,rRNA (uridine) methyltransferase activity
GO:0004514,44,5,nicotinate-nucleotide diphosphorylase (carboxylating) activity
GO:0022889,44,5,serine transmembrane transporter activity
GO:0017057,44,5,6-phosphogluconolactonase activity
GO:0060228,44,4,phosphatidylcholine-sterol O-acyltransferase activator activity
GO:0140035,44,4,ubiquitination-like modification-dependent protein binding
GO:0034190,44,4,apolipoprotein receptor binding
GO:0003973,44,5,(S)-2-hydroxy-acid oxidase activity
GO:0050649,44,5,testosterone 6-beta-hydroxylase activity
GO:0005009,44,4,insulin-activated receptor activity
GO:0055077,44,6,gap junction hemi-channel activity
GO:0000405,44,6,bubble DNA binding
GO:0005093,44,6,Rab GDP-dissociation inhibitor activity
GO:0003989,44,5,acetyl-CoA carboxylase activity
GO:0005176,44,4,ErbB-2 class receptor binding
GO:0019107,43,5,myristoyltransferase activity
GO:0016434,43,5,rRNA (cytosine) methyltransferase activity
GO:0003836,43,5,"beta-galactoside (CMP) alpha-2,3-sialyltransferase activity"
GO:0005068,43,5,transmembrane receptor protein tyrosine kinase adaptor activity
GO:0070410,43,4,co-SMAD binding
GO:0003876,43,5,AMP deaminase activity
GO:0004376,43,6,glycolipid mannosyltransferase activity
GO:0004020,43,5,adenylylsulfate kinase activity
GO:0043008,43,3,ATP-dependent protein binding
GO:0016308,43,6,1-phosphatidylinositol-4-phosphate 5-kinase activity
GO:0048763,43,8,calcium-induced calcium release activity
GO:0004558,43,7,"alpha-1,4-glucosidase activity"
GO:0035241,43,5,protein-arginine omega-N monomethyltransferase activity
GO:0046790,43,2,virion binding
GO:0004351,43,5,glutamate decarboxylase activity
GO:0005035,43,4,death receptor activity
GO:0031433,43,4,telethonin binding
GO:0098988,43,5,G protein-coupled glutamate receptor activity
GO:0004014,43,5,adenosylmethionine decarboxylase activity
GO:0043812,43,8,phosphatidylinositol-4-phosphate phosphatase activity
GO:0047623,43,4,adenosine-phosphate deaminase activity
GO:0008273,43,6,"calcium, potassium:sodium antiporter activity"
GO:0030621,43,6,U4 snRNA binding
GO:0004445,43,8,inositol-polyphosphate 5-phosphatase activity
GO:0140036,43,5,ubiquitin-dependent protein binding
GO:0140327,43,5,flippase activity
GO:0030283,43,5,testosterone dehydrogenase [NAD(P)] activity
GO:0004564,43,5,beta-fructofuranosidase activity
GO:0017040,43,5,N-acylsphingosine amidohydrolase activity
GO:0030235,43,3,nitric-oxide synthase regulator activity
GO:0031821,43,5,G protein-coupled serotonin receptor binding
GO:0045551,43,5,cinnamyl-alcohol dehydrogenase activity
GO:0004875,42,4,complement receptor activity
GO:0097677,42,3,STAT family protein binding
GO:0097642,42,5,calcitonin family receptor activity
GO:0016426,42,5,tRNA (adenine) methyltransferase activity
GO:0003979,42,5,UDP-glucose 6-dehydrogenase activity
GO:0009374,42,3,biotin binding
GO:0047952,42,5,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0004422,42,6,hypoxanthine phosphoribosyltransferase activity
GO:0004367,42,6,glycerol-3-phosphate dehydrogenase [NAD+] activity
GO:0004634,42,5,phosphopyruvate hydratase activity
GO:0070878,42,5,primary miRNA binding
GO:0097322,42,6,7SK snRNA binding
GO:0035671,42,5,enone reductase activity
GO:0015186,42,5,L-glutamine transmembrane transporter activity
GO:0055105,42,4,ubiquitin-protein transferase inhibitor activity
GO:0050542,42,3,icosanoid binding
GO:0050786,42,4,RAGE receptor binding
GO:0019966,42,4,interleukin-1 binding
GO:0035242,42,5,protein-arginine omega-N asymmetric methyltransferase activity
GO:0036310,42,3,annealing helicase activity
GO:0004827,42,5,proline-tRNA ligase activity
GO:0036312,42,4,phosphatidylinositol 3-kinase regulatory subunit binding
GO:0000403,42,6,Y-form DNA binding
GO:0004482,42,5,mRNA (guanine-N7-)-methyltransferase activity
GO:0032217,42,4,riboflavin transmembrane transporter activity
GO:0017176,42,6,phosphatidylinositol N-acetylglucosaminyltransferase activity
GO:0050543,42,5,icosatetraenoic acid binding
GO:0015665,42,5,alcohol transmembrane transporter activity
GO:0015137,42,6,citrate transmembrane transporter activity
GO:0004619,42,5,phosphoglycerate mutase activity
GO:0032552,42,3,deoxyribonucleotide binding
GO:0070548,41,5,L-glutamine aminotransferase activity
GO:0052655,41,6,L-valine transaminase activity
GO:0004985,41,5,opioid receptor activity
GO:0000700,41,4,mismatch base pair DNA N-glycosylase activity
GO:0016623,41,4,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor"
GO:0003941,41,5,L-serine ammonia-lyase activity
GO:0047780,41,5,citrate dehydratase activity
GO:0005094,41,6,Rho GDP-dissociation inhibitor activity
GO:0071723,41,3,lipopeptide binding
GO:0004817,41,5,cysteine-tRNA ligase activity
GO:0004831,41,5,tyrosine-tRNA ligase activity
GO:0000309,41,6,nicotinamide-nucleotide adenylyltransferase activity
GO:0005042,41,4,netrin receptor activity
GO:0061676,41,3,importin-alpha family protein binding
GO:0036435,41,5,K48-linked polyubiquitin modification-dependent protein binding
GO:0080161,41,3,auxin transmembrane transporter activity
GO:0042030,41,4,ATPase inhibitor activity
GO:1990269,41,6,RNA polymerase II C-terminal domain phosphoserine binding
GO:0032977,41,2,membrane insertase activity
GO:0003933,41,6,GTP cyclohydrolase activity
GO:0032422,41,6,purine-rich negative regulatory element binding
GO:0035243,41,5,protein-arginine omega-N symmetric methyltransferase activity
GO:0004617,41,5,phosphoglycerate dehydrogenase activity
GO:0031721,41,4,hemoglobin alpha binding
GO:0004706,41,6,JUN kinase kinase kinase activity
GO:0019992,41,3,diacylglycerol binding
GO:0016837,41,4,"carbon-oxygen lyase activity, acting on polysaccharides"
GO:0046870,41,6,cadmium ion binding
GO:0052654,41,6,L-leucine transaminase activity
GO:0004373,41,6,glycogen (starch) synthase activity
GO:0004828,41,5,serine-tRNA ligase activity
GO:0052656,41,6,L-isoleucine transaminase activity
GO:0016428,41,6,tRNA (cytosine-5-)-methyltransferase activity
GO:0008453,41,5,alanine-glyoxylate transaminase activity
GO:0008311,41,7,double-stranded DNA 3'-5' exodeoxyribonuclease activity
GO:0015277,41,6,kainate selective glutamate receptor activity
GO:0097371,40,3,MDM2/MDM4 family protein binding
GO:0031698,40,6,beta-2 adrenergic receptor binding
GO:0051765,40,5,inositol tetrakisphosphate kinase activity
GO:0004415,40,6,hyalurononglucosaminidase activity
GO:0051379,40,4,epinephrine binding
GO:0004133,40,2,glycogen debranching enzyme activity
GO:0048030,40,4,disaccharide binding
GO:0004586,40,5,ornithine decarboxylase activity
GO:0071077,40,5,"adenosine 3',5'-bisphosphate transmembrane transporter activity"
GO:0031013,40,4,troponin I binding
GO:0008821,40,6,crossover junction endodeoxyribonuclease activity
GO:0001591,40,6,"dopamine neurotransmitter receptor activity, coupled via Gi/Go"
GO:0120170,40,3,intraciliary transport particle B binding
GO:0070697,40,6,activin receptor binding
GO:0005095,40,4,GTPase inhibitor activity
GO:0017034,40,4,Rap guanyl-nucleotide exchange factor activity
GO:0047760,40,5,butyrate-CoA ligase activity
GO:0045156,40,4,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity"
GO:0003986,40,6,acetyl-CoA hydrolase activity
GO:0032356,40,6,oxidized DNA binding
GO:0004744,40,4,retinal isomerase activity
GO:0046789,40,3,host cell surface receptor binding
GO:0008430,40,2,selenium binding
GO:0043208,40,4,glycosphingolipid binding
GO:0052743,40,7,inositol tetrakisphosphate phosphatase activity
GO:0005136,40,5,interleukin-4 receptor binding
GO:0051753,40,7,mannan synthase activity
GO:0004605,40,6,phosphatidate cytidylyltransferase activity
GO:0008889,39,6,glycerophosphodiester phosphodiesterase activity
GO:0031370,39,4,eukaryotic initiation factor 4G binding
GO:0004805,39,7,trehalose-phosphatase activity
GO:0103025,39,5,alpha-amylase activity (releasing maltohexaose)
GO:0016297,39,5,acyl-[acyl-carrier-protein] hydrolase activity
GO:0043424,39,6,protein histidine kinase binding
GO:0008940,39,4,nitrate reductase activity
GO:0046556,39,5,alpha-L-arabinofuranosidase activity
GO:0003865,39,5,3-oxo-5-alpha-steroid 4-dehydrogenase activity
GO:0001640,39,6,adenylate cyclase inhibiting G protein-coupled glutamate receptor activity
GO:0019958,39,5,C-X-C chemokine binding
GO:0106029,39,4,tRNA pseudouridine synthase activity
GO:0090563,39,4,protein-phosphocysteine-sugar phosphotransferase activity
GO:0008658,39,3,penicillin binding
GO:0001665,39,5,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity"
GO:0008113,39,5,peptide-methionine (S)-S-oxide reductase activity
GO:0098973,39,3,structural constituent of postsynaptic actin cytoskeleton
GO:0032404,39,3,mismatch repair complex binding
GO:0046592,39,5,polyamine oxidase activity
GO:0030623,39,6,U5 snRNA binding
GO:0004741,39,4,[pyruvate dehydrogenase (lipoamide)] phosphatase activity
GO:0004854,39,5,xanthine dehydrogenase activity
GO:0008192,39,6,RNA guanylyltransferase activity
GO:0050544,39,4,arachidonic acid binding
GO:0030249,39,4,guanylate cyclase regulator activity
GO:0001164,38,7,RNA polymerase I core promoter sequence-specific DNA binding
GO:0097200,38,8,cysteine-type endopeptidase activity involved in execution phase of apoptosis
GO:0051434,38,5,BH3 domain binding
GO:0004849,38,7,uridine kinase activity
GO:0008349,38,5,MAP kinase kinase kinase kinase activity
GO:0016941,38,4,natriuretic peptide receptor activity
GO:0016652,38,4,"oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor"
GO:0099626,38,8,voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels
GO:0034235,38,4,GPI anchor binding
GO:0003999,38,6,adenine phosphoribosyltransferase activity
GO:0004814,38,5,arginine-tRNA ligase activity
GO:0019198,38,4,transmembrane receptor protein phosphatase activity
GO:0034485,38,8,"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"
GO:0016420,38,5,malonyltransferase activity
GO:0004001,38,5,adenosine kinase activity
GO:0001594,38,6,trace-amine receptor activity
GO:0001727,38,5,lipid kinase activity
GO:0004972,38,6,NMDA glutamate receptor activity
GO:0008948,38,5,oxaloacetate decarboxylase activity
GO:0004575,38,6,sucrose alpha-glucosidase activity
GO:0044323,38,8,retinoic acid-responsive element binding
GO:0004825,38,5,methionine-tRNA ligase activity
GO:0051373,38,4,FATZ binding
GO:0052657,38,6,guanine phosphoribosyltransferase activity
GO:0005001,38,5,transmembrane receptor protein tyrosine phosphatase activity
GO:0008467,38,6,[heparan sulfate]-glucosamine 3-sulfotransferase 1 activity
GO:0004064,38,5,arylesterase activity
GO:0045545,38,4,syndecan binding
GO:0004650,38,5,polygalacturonase activity
GO:0034648,38,6,histone demethylase activity (H3-dimethyl-K4 specific)
GO:0051734,37,6,ATP-dependent polynucleotide kinase activity
GO:0004823,37,5,leucine-tRNA ligase activity
GO:0046972,37,11,histone acetyltransferase activity (H4-K16 specific)
GO:0042806,37,4,fucose binding
GO:0009674,37,7,potassium:sodium symporter activity
GO:0010853,37,4,cyclase activator activity
GO:0019808,37,2,polyamine binding
GO:0000026,37,6,"alpha-1,2-mannosyltransferase activity"
GO:0010329,37,4,auxin efflux transmembrane transporter activity
GO:0008332,37,7,low voltage-gated calcium channel activity
GO:0003883,37,4,CTP synthase activity
GO:0004663,37,5,Rab geranylgeranyltransferase activity
GO:0003938,37,5,IMP dehydrogenase activity
GO:0033041,37,5,sweet taste receptor activity
GO:0102991,37,5,myristoyl-CoA hydrolase activity
GO:0004019,37,4,adenylosuccinate synthase activity
GO:0030021,37,3,extracellular matrix structural constituent conferring compression resistance
GO:0005041,37,3,low-density lipoprotein particle receptor activity
GO:0022858,37,5,alanine transmembrane transporter activity
GO:0004146,37,5,dihydrofolate reductase activity
GO:0004971,37,6,AMPA glutamate receptor activity
GO:1903136,37,7,cuprous ion binding
GO:0030250,37,4,guanylate cyclase activator activity
GO:0070704,37,4,sterol desaturase activity
GO:0004815,37,5,aspartate-tRNA ligase activity
GO:0000828,37,5,inositol hexakisphosphate kinase activity
GO:0051429,37,6,corticotropin-releasing hormone receptor binding
GO:0070122,36,4,isopeptidase activity
GO:0033188,36,5,sphingomyelin synthase activity
GO:0032135,36,7,DNA insertion or deletion binding
GO:0038085,36,4,vascular endothelial growth factor binding
GO:0043184,36,6,vascular endothelial growth factor receptor 2 binding
GO:0004031,36,5,aldehyde oxidase activity
GO:0047635,36,5,alanine-oxo-acid transaminase activity
GO:0008511,36,8,sodium:potassium:chloride symporter activity
GO:0033743,36,5,peptide-methionine (R)-S-oxide reductase activity
GO:0009002,36,8,serine-type D-Ala-D-Ala carboxypeptidase activity
GO:0070990,36,4,snRNP binding
GO:0000253,36,5,3-keto sterol reductase activity
GO:0061711,36,5,N(6)-L-threonylcarbamoyladenine synthase activity
GO:0048040,36,5,UDP-glucuronate decarboxylase activity
GO:0003956,36,5,NAD(P)+-protein-arginine ADP-ribosyltransferase activity
GO:0035375,36,4,zymogen binding
GO:0004021,36,6,L-alanine:2-oxoglutarate aminotransferase activity
GO:0003867,36,5,4-aminobutyrate transaminase activity
GO:0004769,36,5,steroid delta-isomerase activity
GO:1905538,36,4,polysome binding
GO:0051733,36,6,polydeoxyribonucleotide kinase activity
GO:0009013,36,5,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
GO:0008186,36,8,RNA-dependent ATPase activity
GO:0046404,36,7,ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity
GO:0008499,36,6,"UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity"
GO:0044729,36,6,hemi-methylated DNA-binding
GO:0004766,36,4,spermidine synthase activity
GO:0001042,36,6,RNA polymerase I core binding
GO:0004321,36,6,fatty-acyl-CoA synthase activity
GO:0070004,36,6,cysteine-type exopeptidase activity
GO:0016807,36,7,cysteine-type carboxypeptidase activity
GO:0042610,36,4,CD8 receptor binding
GO:0004127,36,6,cytidylate kinase activity
GO:0004777,35,6,succinate-semialdehyde dehydrogenase (NAD+) activity
GO:0043559,35,3,insulin binding
GO:0000832,35,6,inositol hexakisphosphate 5-kinase activity
GO:0004348,35,5,glucosylceramidase activity
GO:0016985,35,7,"mannan endo-1,4-beta-mannosidase activity"
GO:0004123,35,4,cystathionine gamma-lyase activity
GO:0015193,35,5,L-proline transmembrane transporter activity
GO:0004066,35,5,asparagine synthase (glutamine-hydrolyzing) activity
GO:0102420,35,5,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
GO:0004145,35,7,diamine N-acetyltransferase activity
GO:0004657,35,4,proline dehydrogenase activity
GO:0004325,35,3,ferrochelatase activity
GO:0033149,35,4,FFAT motif binding
GO:0045134,35,7,uridine-diphosphatase activity
GO:0071253,35,3,connexin binding
GO:0008746,35,5,NAD(P)+ transhydrogenase activity
GO:0015234,35,4,thiamine transmembrane transporter activity
GO:0004140,35,5,dephospho-CoA kinase activity
GO:0004170,35,7,dUTP diphosphatase activity
GO:0015087,35,7,cobalt ion transmembrane transporter activity
